  * c:\users\shanthipriya\esim-workspace\frequencydivider\frequencydivider.cir
  Transient Analysis  Thu Oct 03 18:38:11  2024
--------------------------------------------------------------------------------
Index   time            a6#branch_1_0   a6#branch_1_1   a6#branch_1_2   
--------------------------------------------------------------------------------
0	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
1	1.000000e-11	0.000000e+00	0.000000e+00	0.000000e+00	
2	2.000000e-11	0.000000e+00	0.000000e+00	0.000000e+00	
3	4.000000e-11	0.000000e+00	0.000000e+00	0.000000e+00	
4	8.000000e-11	0.000000e+00	0.000000e+00	0.000000e+00	
5	1.600000e-10	0.000000e+00	0.000000e+00	0.000000e+00	
6	3.200000e-10	0.000000e+00	0.000000e+00	0.000000e+00	
7	6.400000e-10	0.000000e+00	0.000000e+00	0.000000e+00	
8	1.000000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
9	1.064000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
10	1.192000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
11	1.448000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
12	1.960000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
13	2.984000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
14	3.640000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
15	3.740000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
16	3.940000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
17	4.340000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
18	4.640000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
19	4.720000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
20	4.880000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
21	5.200000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
22	5.640000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
23	5.704000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
24	5.832000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
25	6.088000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
26	6.600000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
27	6.640000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
28	6.720000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
29	6.880000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
30	7.200000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
31	7.640000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
32	7.704000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
33	7.832000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
34	8.088000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
35	8.600000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
36	8.640000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
37	8.720000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
38	8.880000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
39	9.200000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
40	9.640000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
41	9.704000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
42	9.832000e-09	0.000000e+00	0.000000e+00	0.000000e+00	
43	1.008800e-08	0.000000e+00	0.000000e+00	0.000000e+00	
44	1.060000e-08	0.000000e+00	0.000000e+00	0.000000e+00	
45	1.064000e-08	0.000000e+00	0.000000e+00	0.000000e+00	
46	1.072000e-08	0.000000e+00	0.000000e+00	0.000000e+00	
47	1.088000e-08	0.000000e+00	0.000000e+00	0.000000e+00	
48	1.120000e-08	0.000000e+00	0.000000e+00	0.000000e+00	
49	1.184000e-08	0.000000e+00	0.000000e+00	0.000000e+00	
50	1.312000e-08	0.000000e+00	0.000000e+00	0.000000e+00	
51	1.568000e-08	0.000000e+00	0.000000e+00	0.000000e+00	
52	2.080000e-08	0.000000e+00	0.000000e+00	0.000000e+00	
53	3.104000e-08	0.000000e+00	0.000000e+00	0.000000e+00	
54	5.152000e-08	0.000000e+00	0.000000e+00	0.000000e+00	

Index   time            a6#branch_1_0   a6#branch_1_1   a6#branch_1_2   
--------------------------------------------------------------------------------
55	9.248000e-08	0.000000e+00	0.000000e+00	0.000000e+00	
56	1.744000e-07	0.000000e+00	0.000000e+00	0.000000e+00	
57	3.382400e-07	0.000000e+00	0.000000e+00	0.000000e+00	
58	6.659200e-07	0.000000e+00	0.000000e+00	0.000000e+00	
59	1.321280e-06	0.000000e+00	0.000000e+00	0.000000e+00	
60	2.632000e-06	0.000000e+00	0.000000e+00	0.000000e+00	
61	5.253440e-06	0.000000e+00	0.000000e+00	0.000000e+00	
62	1.049632e-05	0.000000e+00	0.000000e+00	0.000000e+00	
63	2.098208e-05	0.000000e+00	0.000000e+00	0.000000e+00	
64	4.195360e-05	0.000000e+00	0.000000e+00	0.000000e+00	
65	8.389664e-05	0.000000e+00	0.000000e+00	0.000000e+00	
66	1.677827e-04	0.000000e+00	0.000000e+00	0.000000e+00	
67	3.355549e-04	0.000000e+00	0.000000e+00	0.000000e+00	
68	5.000010e-04	0.000000e+00	0.000000e+00	0.000000e+00	
69	5.000011e-04	0.000000e+00	0.000000e+00	0.000000e+00	
70	5.000013e-04	0.000000e+00	0.000000e+00	0.000000e+00	
71	5.000017e-04	0.000000e+00	0.000000e+00	0.000000e+00	
72	5.000020e-04	0.000000e+00	0.000000e+00	0.000000e+00	
73	5.000021e-04	0.000000e+00	0.000000e+00	0.000000e+00	
74	5.000022e-04	0.000000e+00	0.000000e+00	0.000000e+00	
75	5.000026e-04	0.000000e+00	0.000000e+00	0.000000e+00	
76	5.000032e-04	0.000000e+00	0.000000e+00	0.000000e+00	
77	5.000045e-04	0.000000e+00	0.000000e+00	0.000000e+00	
78	5.000070e-04	0.000000e+00	0.000000e+00	0.000000e+00	
79	5.000122e-04	0.000000e+00	0.000000e+00	0.000000e+00	
80	5.000224e-04	0.000000e+00	0.000000e+00	0.000000e+00	
81	5.000429e-04	0.000000e+00	0.000000e+00	0.000000e+00	
82	5.000838e-04	0.000000e+00	0.000000e+00	0.000000e+00	
83	5.001658e-04	0.000000e+00	0.000000e+00	0.000000e+00	
